,Child utterance,Child gaze,Child affect,Child gesture,Parent utterance,Verbal scaffolding,Non-verbal scaffolding,Parent gaze,Parent affect,Parent gesture,Parent affective touch,Child prop manipulation,robot pointing,robot text,Conversational turns,Joint attention,Mutual gaze,time
64,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,48.239999999999995
65,0,0,0,0,1,1,1,1,0,1,0,0,0,1,1,0,0,48.739999999999995
66,0,0,0,0,1,1,1,1,0,1,0,0,0,1,1,0,0,49.239999999999995
67,0,0,0,0,1,1,1,1,0,1,0,0,0,1,1,0,0,49.739999999999995
68,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,50.239999999999995
69,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,50.739999999999995
70,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,51.239999999999995
71,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,51.739999999999995
72,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,52.239999999999995
73,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,52.739999999999995
74,1,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,53.239999999999995
75,1,0,1,1,1,0,1,1,0,1,0,0,0,1,1,0,0,53.739999999999995
76,0,0,1,1,1,0,1,1,0,1,0,0,0,1,1,0,0,54.239999999999995
77,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,54.739999999999995
78,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,55.239999999999995
79,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,55.739999999999995
80,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,56.239999999999995
81,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,56.739999999999995
82,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,57.239999999999995
83,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,57.739999999999995
84,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,58.239999999999995
85,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,58.739999999999995
86,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,59.239999999999995
87,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,59.739999999999995
88,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,60.239999999999995
89,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,60.739999999999995
90,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,61.239999999999995
91,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,61.739999999999995
92,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,62.239999999999995
93,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,62.739999999999995
94,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,63.239999999999995
95,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,63.739999999999995
96,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,64.24
97,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,64.74
98,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,65.24
99,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,65.74
100,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,66.24
101,0,1,0,0,1,1,1,1,0,1,0,0,0,1,0,1,0,66.74
102,0,1,0,0,1,1,1,1,0,1,0,0,0,1,0,1,0,67.24
103,0,1,0,0,1,1,1,1,0,1,0,0,0,1,0,1,0,67.74
104,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,68.24
105,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,68.74
106,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,69.24
107,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,69.74
108,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,70.24
109,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,70.74
110,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,71.24
111,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,71.74
112,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,72.24
113,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,72.74
114,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,73.24
115,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,73.74
116,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,74.24
117,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,74.74
118,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,75.24
119,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,75.74
120,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,76.24
121,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,76.74
122,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,77.24
123,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,77.74
124,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,78.24
125,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,78.74
126,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,79.24
127,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,79.74
128,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,80.24
129,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,80.74
130,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,81.24
131,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,81.74
132,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,82.24
133,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,82.74
134,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,83.24
135,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,83.74
136,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,84.24
137,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,84.74
138,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,85.24
139,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,85.74
140,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,86.24
141,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,86.74
142,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,87.24
143,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,87.74
144,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,88.24
145,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,88.74
146,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,89.24
147,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,89.74
148,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,90.24
149,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,90.74
150,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,91.24
151,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,91.74
152,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,92.24
153,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,92.74
154,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,93.24
155,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,93.74
156,0,1,1,0,0,0,0,1,1,0,0,0,1,1,1,1,0,94.24
157,0,1,1,0,0,0,0,1,1,0,0,0,1,1,1,1,0,94.74
158,0,1,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,95.24
159,0,1,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,95.74
160,0,1,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,96.24
161,0,1,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,96.74
162,0,1,0,0,1,1,1,1,0,1,0,0,1,1,1,1,0,97.24
163,0,1,0,0,1,1,1,1,0,1,0,0,0,0,1,1,0,97.74
164,0,1,0,0,1,1,1,1,0,1,0,0,0,0,1,1,0,98.24
165,0,1,0,0,1,1,1,1,0,1,0,0,0,0,1,1,0,98.74
166,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,99.24
167,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,99.74
168,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,100.24
169,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,100.74
170,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,101.24
171,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,101.74
172,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,102.24
173,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,102.74
174,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,103.24
175,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,103.74
176,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,104.24
177,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,104.74
178,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,105.24
179,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,105.74
180,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,106.24
181,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,106.74
182,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,107.24
183,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,107.74
184,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,108.24
185,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,108.74
186,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,109.24
187,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,109.74
188,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,110.24
189,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,110.74
190,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,111.24
191,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,111.74
192,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,112.24
193,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,112.74
194,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,113.24
195,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,113.74
196,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,114.24
197,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,114.74
198,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,115.24
199,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,115.74
200,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,116.24
201,0,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,116.74
202,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,117.24
203,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,117.74
204,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,118.24
205,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,118.74
206,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,119.24
207,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,119.74
208,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,120.24
209,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,120.74
210,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,121.24
211,0,1,1,0,1,1,0,1,1,0,0,0,0,1,0,1,0,121.74
212,0,1,1,0,1,1,1,1,1,1,0,0,0,1,0,1,0,122.24
213,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,1,0,122.74
214,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,123.24
215,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,123.74
216,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,124.24
217,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,124.74
218,0,1,0,0,1,1,1,1,0,1,0,1,0,0,0,1,0,125.24
219,0,1,0,0,1,1,1,1,0,1,0,1,0,0,0,1,0,125.74
220,0,1,0,0,1,1,1,1,0,1,0,1,0,0,0,1,0,126.24
221,0,1,0,0,1,1,1,1,0,1,0,1,0,0,0,1,0,126.74
222,0,1,0,0,1,1,1,1,0,1,0,1,0,0,0,1,0,127.24
223,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,127.74
224,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,128.24
225,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,128.74
226,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,129.24
227,0,1,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,129.74
228,0,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,130.24
229,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,130.74
230,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,131.24
231,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,131.74
232,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,132.24
233,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,132.74
234,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,133.24
235,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,133.74
236,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,134.24
237,0,1,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0,134.74
238,0,1,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0,135.24
239,0,1,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0,135.74
240,0,1,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0,136.24
241,0,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,136.74
242,0,1,1,0,1,1,1,1,0,1,0,0,1,1,0,1,0,137.24
243,0,1,1,0,1,1,1,1,0,1,0,0,1,1,0,1,0,137.74
244,0,1,1,0,1,1,1,1,0,1,0,0,0,0,0,1,0,138.24
245,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,138.74
246,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,139.24
247,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,139.74
248,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,140.24
249,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,140.74
250,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,141.24
251,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,141.74
252,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,142.24
253,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,142.74
254,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,143.24
255,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,143.74
256,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,144.24
257,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,144.74
258,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,145.24
259,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,145.74
260,0,1,1,0,0,0,0,1,1,1,0,0,0,1,0,1,0,146.24
261,0,1,1,0,0,0,0,1,1,1,0,0,0,1,0,1,0,146.74
262,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,147.24
263,0,1,0,0,1,1,0,1,1,0,0,0,0,1,0,1,0,147.74
264,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,148.24
265,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,148.74
266,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,149.24
267,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,149.74
268,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,150.24
269,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,150.74
270,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,151.24
271,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,151.74
272,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,152.24
273,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,152.74
274,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,153.24
275,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,153.74
276,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,154.24
277,0,1,1,0,1,1,0,1,0,0,0,1,0,0,0,1,0,154.74
278,0,1,1,0,1,1,0,1,0,0,0,1,0,1,0,1,0,155.24
279,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,155.74
280,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,156.24
281,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,156.74
282,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,157.24
283,0,1,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,157.74
284,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,158.24
285,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,158.74
286,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,159.24
287,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,159.74
288,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,160.24
289,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,160.74
290,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,161.24
291,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,161.74
292,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,162.24
293,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,162.74
294,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,163.24
295,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,163.74
296,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,164.24
297,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,164.74
298,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,165.24
299,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,165.74
300,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,166.24
301,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,166.74
302,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,167.24
303,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,167.74
304,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,168.24
305,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,168.74
306,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,169.24
307,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,169.74
308,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,170.24
309,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,170.74
310,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,171.24
311,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,171.74
312,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,172.24
313,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,172.74
314,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,173.24
315,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,173.74
316,0,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,174.24
317,0,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,174.74
318,0,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,175.24
319,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,175.74
320,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,176.24
321,0,1,1,0,1,0,0,1,1,0,0,0,0,0,1,1,0,176.74
322,0,1,1,0,1,0,0,1,1,0,0,0,0,1,1,1,0,177.24
323,0,1,1,0,1,0,0,1,1,0,0,0,0,1,1,1,0,177.74
324,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,1,0,178.24
325,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,1,0,178.74
326,0,1,1,0,1,0,0,1,1,0,0,0,0,1,1,1,0,179.24
327,0,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,179.74
328,0,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,180.24
329,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,180.74
330,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,181.24
331,1,1,1,0,1,1,0,1,1,0,0,1,0,0,1,1,0,181.74
332,0,1,1,0,1,1,0,1,1,0,0,1,0,0,1,1,0,182.24
333,0,1,1,0,1,1,0,1,1,0,0,1,0,0,1,1,0,182.74
334,0,1,1,0,1,1,0,1,1,0,0,1,0,0,1,1,0,183.24
335,0,1,1,0,0,0,0,1,1,0,0,1,0,1,1,1,0,183.74
336,0,1,1,0,0,0,0,1,1,0,0,1,0,1,1,1,0,184.24
