,Child utterance,Child gaze,Child affect,Child gesture,Child affective touch,Parent utterance,Verbal scaffolding,Non-verbal scaffolding,Parent gaze,Parent affect,Parent gesture,Parent affective touch,Child prop manipulation,Parent prop manipulation,robot pointing,robot text,Conversational turns,Joint attention,Mutual gaze,time
0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,85.68
1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,85.88000000000001
2,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,86.08000000000001
3,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,86.28000000000002
4,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,86.48000000000002
5,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,86.68000000000002
6,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,86.88000000000002
7,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,87.08000000000003
8,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,87.28000000000003
9,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,87.48000000000003
10,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,87.68000000000004
11,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,87.88000000000004
12,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,88.08000000000004
13,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,88.28000000000004
14,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,88.48000000000005
15,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,88.68000000000005
16,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,88.88000000000005
17,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,89.08000000000006
18,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,89.28000000000006
19,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,89.48000000000006
20,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,89.68000000000006
21,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,89.88000000000007
22,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,90.08000000000007
23,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,90.28000000000007
24,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,90.48000000000008
25,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,90.68000000000008
26,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,90.88000000000008
27,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,91.08000000000008
28,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,91.28000000000009
29,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,91.48000000000009
